Sample_ID	Group	Group	Control	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf
0	1	1	0	0.2859538812765288	1.8284120049204866	1.2105829698725592	1.608437519723362	0.9587513906242892	1.8333333333333333	0.9615289441325935	0.1375823214802838	0.7208802031281976	0.0	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	2.0
0	1	1	0	0.2859538812765288	8.312073072128308	5.627702551339111	1.3142055362394247	0.8390664477480625	5.5	0.3874895748861068	-0.078569711342139	1.7888150429948448	3.8333333333333335	6.333333333333333	0.28922145551623224	0.13350460859172375	2.68320162194418	2.0	2.0	11.0
1	2	2	0	0.2859538812765288	1.8284120049204866	1.2105829698725592	1.608437519723362	0.9587513906242892	1.8333333333333333	0.9615289441325935	0.1375823214802838	0.7208802031281976	0.0	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	2.0
1	2	2	0	0.2859538812765288	8.312073072128308	5.627702551339111	1.3142055362394247	0.8390664477480625	5.5	0.3874895748861068	-0.078569711342139	1.7888150429948448	3.8333333333333335	6.333333333333333	0.28922145551623224	0.13350460859172375	2.68320162194418	2.0	2.0	11.0
2	3	3	0	0.2859538812765288	1.8284120049204866	1.2105829698725592	1.608437519723362	0.9587513906242892	1.8333333333333333	0.9615289441325935	0.1375823214802838	0.7208802031281976	0.0	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	2.0
2	3	3	0	0.2859538812765288	8.312073072128308	5.627702551339111	1.3142055362394247	0.8390664477480625	5.5	0.3874895748861068	-0.078569711342139	1.7888150429948448	3.8333333333333335	6.333333333333333	0.28922145551623224	0.13350460859172375	2.68320162194418	2.0	2.0	11.0
3	4	4	0	0.2859538812765288	1.8284120049204866	1.2105829698725592	1.608437519723362	0.9587513906242892	1.8333333333333333	0.9615289441325935	0.1375823214802838	0.7208802031281976	0.0	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	2.0
3	4	4	0	0.2859538812765288	8.312073072128308	5.627702551339111	1.3142055362394247	0.8390664477480625	5.5	0.3874895748861068	-0.078569711342139	1.7888150429948448	3.8333333333333335	6.333333333333333	0.28922145551623224	0.13350460859172375	2.68320162194418	2.0	2.0	11.0
