Sample_ID	Well	Plate_ID	Isolate	Comments	Group	Replicate	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
1920	A1	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0563971923376727	0.0329784309936023	0.17661017041979302	0.8016491004979946		0.0563971923376727	0.16685202244871117	1.6209824406262276	0.10280772295859586	1.0406353608171965	0.12470508159269267	1.518958176736686	0.4725243084465325	-1.0514493798389561	1.4669026929825706	2.3584517132713594	0.0	4.666666666666667	4.166666666666667	5.5	1.0	0.0001257537617959214	FALSE
1921	A2	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0769577965266124	0.0752395252861194	0.29173351724218605	2.0797452007444837		0.0769577965266124	1.2390980334004245	8.773304585811946	0.1991161691646907	1.2751225472317156	0.0060472819807864675	0.02219936349216578	0.24755052989907636	-0.02585113671179249	2.800023012847251	1.3475604385518363	0.0	9.166666666666666	3.6666666666666665	10.833333333333334	0.0	3.71944153118814e-05	FALSE
1922	A3	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0787049456012664	0.021294532113281996	0.19430471875298103	0.9575901754557804		0.0787049456012664	0.052381897742839426	0.09236906199058907	0.12313479236118804	0.9521740057395048	0.14465036695564823	1.2352592230909334	1.6348559905438769	-4.380809579668278	0.4239805735607037	6.4287245586467225	0.0	5.0	6.0	5.333333333333333	1.0	0.00016428499789201547	FALSE
1923	A4	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0824903991048062	0.0824903991048062	0.39301117180055106	2.7042859850850816		0.0824903991048062	1.7699189876405375	10.377994019341964	0.2864479731006177	1.5032461492088829	0.0023312577332358364	0.00630527206282494	0.344682490749754	-0.011426731728445967	2.0109729944570445	1.8923499568272262	0.0	8.0	4.166666666666667	8.666666666666666	0.0	0.0002572699209755712	FALSE
1924	A5	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0726229362346581	0.0517444056938962	0.20222997445590102	1.2013423858068186		0.0726229362346581	0.41087204226156593	3.7204651812083576	0.10377171610024585	0.8805483976870638	0.11916378122051058	1.1401404572493383	0.2847981828325675	-0.31887173991063505	2.4338188315177756	1.5355706386042032	0.0	5.333333333333333	3.1666666666666665	7.833333333333333	0.0	0.00010608652448491951	FALSE
1925	A6	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.08371374286325799	0.0822878267313675	0.323952778707711	2.391290382243032		0.08371374286325799	1.4369761894379225	9.360223714274245	0.22908567400703866	1.3275188481199054	0.004564333799623677	0.014561451558314342	0.2673292340152227	-0.032851240094881676	2.5928596365950574	1.336031788204116	0.0	9.833333333333334	3.6666666666666665	10.833333333333334	0.0	3.5071644891789353e-05	FALSE
1926	A7	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0688230759878902	0.0170235956473937	0.19185938776334197	0.9739276194779989		0.0688230759878902	0.1982717298556982	1.6361178803389094	0.13150305568159237	1.0676268552644532	0.12032225490828083	0.9190469599198073	1.9308315616297227	-4.821853140066047	0.35898894255431213	6.438072395049233	0.0	5.0	6.0	5.333333333333333	1.0	0.00017458063758152918	FALSE
1927	A8	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0926685400717389	0.0926685400717389	0.325255013872027	2.4136079151091177		0.0926685400717389	1.3757190161805792	8.508297827130077	0.2150994733496493	1.2052456499847075	0.0	0.0	0.2453739644783137	0.00021228497218150043	2.8248603393340295	1.3187090548657054	0.0	10.833333333333334	3.6666666666666665	10.833333333333334	0.0	6.419260395317974e-05	FALSE
1928	A9	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0700733128527366	0.0263737123936698	0.216224531376651	1.0186640289706843		0.0700733128527366	0.2312316876298236	1.5628650067468632	0.10515565977369014	0.9218630153757309	0.1480858268779654	1.836477416113892	0.3444226975167247	-0.4492871955638755	2.01248984331611	1.6212513246080458	0.0	4.666666666666667	3.5	6.166666666666667	0.0	0.00013332101990322769	TRUE
1929	A10	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0988040773229351	0.0906905930810636	0.37549743245970796	2.6746649738377117		0.0988040773229351	1.6288334486789533	8.570690864803035	0.26790724980058667	1.299837762818655	0.01162742662291305	0.03260294091596805	0.28578296258393615	-0.01862136731042056	2.4254321331572166	1.9597636851619367	0.0	8.5	4.166666666666667	9.5	0.0	0.00022071071085224005	FALSE
1930	A11	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0608355657618672	0.0608355657618672	0.268976870316648	1.4616410006112495		0.0608355657618672	0.7683490867672378	7.570641077699964	0.1830713393622131	1.3948814889863275	0.17784672230767595	1.2895346369289507	0.33550528270919583	-0.4151771208955778	2.0659799302198794	2.119161543439445	0.0	6.666666666666667	5.666666666666667	7.666666666666667	1.0	0.00014579779860881875	FALSE
1931	A12	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0831003718998487	0.0831003718998487	0.30437288212371194	2.296663624295181		0.0831003718998487	1.3287082887759858	9.148871328492516	0.20572555038629498	1.2621373363301893	0.0008975152356628935	0.003061711420911273	0.23915039191083948	-0.0037557700286352095	2.898373592539902	1.060368809437251	0.0	8.833333333333334	3.8333333333333335	9.5	0.0	4.09260757345473e-05	FALSE
1932	A13	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.057328994902581	0.0486007720650468	0.18351156025869	1.0985783835429597		0.057328994902581	0.4070568961644296	5.469344922173034	0.08931600833518813	0.9730875616435658	0.10027406254328472	1.0817832993356125	0.2875656848791248	-0.24180839773880342	2.4103960138752383	0.9852584023066231	0.0	5.166666666666667	3.0	9.833333333333334	0.0	9.782017724103899e-05	TRUE
1933	A14	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0741098183329336	0.0741098183329336	0.30994204426173	2.2439446891433255		0.0741098183329336	1.369061510600822	9.996438726072265	0.21506630713298688	1.3795213336504526	0.0005964115191015584	0.0020276453428094143	0.2608830111006306	-0.008486515470083696	2.656927247334542	1.0521280742928876	0.0	10.333333333333334	3.8333333333333335	10.833333333333334	0.0	5.738640948192428e-05	FALSE
1934	A15	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0548670119530546	0.0548670119530546	0.32007488712677395	1.5645196226007858		0.0548670119530546	0.9318249741615034	9.207376562271849	0.2579580125086754	1.7469900900722488	0.224900036534508	1.253327879848082	0.6812710719904147	-0.6252794509070614	1.0174322807143905	3.695752804715821	0.0	6.5	5.833333333333333	7.166666666666667	1.0	0.00015181822767649757	FALSE
1935	A16	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0728075940803264	0.0728075940803264	0.29829281791523105	2.159149579852385		0.0728075940803264	1.289748372233013	9.82472501659994	0.20221249677627268	1.3508930205711618	0.0058417843602323605	0.021000795269374706	0.2584743785085179	-0.036937348363487055	2.6816862257668723	1.0420100320727967	0.0	9.5	3.6666666666666665	10.833333333333334	0.0	4.9305988138429225e-05	FALSE
1936	A17	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0634770407602674	0.0458519615822819	0.199697072476	1.0864634943603908		0.0634770407602674	0.34095925262235544	4.093795633262455	0.0884940421133233	0.8896058050449207	0.10604376908938118	1.159336259322965	0.3434200062203324	-0.3345489291643116	2.0183657562315513	1.3905805528803148	0.0	4.5	3.1666666666666665	9.0	0.0	0.00030350293775184415	TRUE
1937	A18	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0814812781788778	0.0814812781788778	0.359428932697014	2.5660887600420765		0.0814812781788778	1.610841662176867	10.373088748307566	0.2532156954119538	1.4280284705477575	0.02031344892231185	0.06163919813201346	0.29057477429967316	-0.10282771965847756	2.3854348066879836	1.2426616937680959	0.0	9.5	4.0	10.833333333333334	0.0	0.00010118957113713957	FALSE
1938	A19	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0679399202778298	0.0459869976170241	0.217127033242428	1.0810279792729023		0.0679399202778298	0.3161294645684424	3.0700077080789336	0.1166717634440758	1.0063419590782405	0.13739057378651276	1.3441397317339865	0.3647381523284793	-0.5009014478244861	1.9003966986587801	1.7895333023392377	0.0	5.0	3.8333333333333335	6.333333333333333	0.0	6.879354581099307e-05	TRUE
1939	A20	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0845368895900123	0.0845368895900123	0.327873998237949	2.395768421456005		0.0845368895900123	1.4334407360995278	9.272809253821917	0.22980437078506671	1.3221871885141532	0.007907104793604403	0.025247802579922762	0.2724253886704578	-0.053854773178617	2.5443560306283275	1.4311721419696064	0.0	9.833333333333334	3.8333333333333335	10.833333333333334	0.0	4.857868445707591e-05	FALSE
1940	A21	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0649976277996556	0.0290064294433921	0.21264776497030102	0.9128783994096389		0.0649976277996556	0.16458159963013663	1.2971060080645982	0.13468942160915895	1.1281798231137687	0.15574821670189679	1.493732455846728	1.2327992750917038	-2.995753994393839	0.5622546951192718	6.098000960465718	0.0	5.0	6.0	5.333333333333333	1.0	0.00021595897968444453	FALSE
1941	A22	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0754290331564458	0.0754290331564458	0.30253702598969107	2.19714078696935		0.0754290331564458	1.3346561955125207	9.574958907439102	0.21233051994081803	1.3489058384749177	0.006438485818028361	0.02240155652810505	0.27724176399485784	-0.05479604051252859	2.500154271752511	1.3583408412066689	0.0	9.833333333333334	3.8333333333333335	10.833333333333334	0.0	3.072312665990022e-05	FALSE
1942	A23	plate_6	YGR067C_ko	YGR067C_Pre-shift	2	3	0	0	0.0570172429666	0.0177634707406349	0.174733592332743	0.7607444298258643		0.0570172429666	0.10731514552745218	0.22298188577892195	0.12103964364247272	1.1445659045848766	0.1198458442353943	1.1061582992665693	0.9227457949733212	-4.04723193313155	0.7511789100919022	7.207503876026347	0.0	5.0	6.166666666666667	5.333333333333333	1.0	0.00016996313670259632	FALSE
1943	A24	plate_6	BY4741	WT_Post-shift	3	3	0	0	0.0567066435318399	0.0567066435318399	0.232031059954965	1.6832711240402585		0.0567066435318399	1.014636811323992	9.926185008663495	0.15689841228995005	1.3442752493571053	0.016879534079370456	0.08078666822762948	0.23179173686148558	-0.06207169546427656	2.990387793565554	0.5480214942507184	0.0	8.5	3.3333333333333335	10.833333333333334	0.0	5.893682696470482e-05	FALSE
1944	B1	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0624773046820285	0.0624773046820285	0.281284189639902	2.0057817285382598		0.0624773046820285	1.3161760285324222	10.452990792964057	0.21555729960651793	1.4935314552397436	0.013016923178543915	0.04792010404591451	0.3660227369793263	-0.18480472887241564	1.8937271118190004	1.6722579266110782	0.0	10.333333333333334	3.6666666666666665	10.833333333333334	1.0	1.2994464630704089e-05	FALSE
1945	B2	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0872546190863544	0.0487409032058065	0.216224531376651	1.140469766772332		0.0872546190863544	0.20627012696156793	1.0868314890910906	0.11080587959682807	0.805110248433896	0.14237610302132442	1.307287229389668	0.4139242555658248	-0.506023241200036	1.6745749282376055	2.4185082320017286	0.0	4.666666666666667	3.8333333333333335	5.5	0.0	0.00012079608453444317	FALSE
1946	B3	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0700733128527366	0.0700733128527366	0.315604803578615	2.1687642244365604		0.0700733128527366	1.4032295639568941	9.93933030758535	0.23846910942763416	1.4806274607910623	0.0011194829977581033	0.003641052328504202	0.3131317804296034	-0.02219864378232596	2.2135957570610594	1.6775749016663855	0.0	10.5	4.0	10.833333333333334	0.0	1.5116895626483239e-05	FALSE
1947	B4	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0839189582686226	0.0319870747272176	0.229643693891793	0.9307126966074024		0.0839189582686226	0.00947901300976431	-1.9735970756188592	0.15266229110198581	1.0302735014347133	0.19025608778653874	1.656339188389335	0.7478380348026255	-3.1232283879576817	0.9268680493669802	3.4185358418599465	0.0	4.833333333333333	4.666666666666667	5.5	1.0	0.00027621834008918127	FALSE
1948	B5	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0754290331564458	0.0722546448388558	0.322008446970566	2.2412463010381143		0.0754290331564458	1.4145988306626596	9.461339509979876	0.24148310902199638	1.4344429159028191	0.000624716545768178	0.0019751616961283247	0.3506666776608695	-0.014964155942380292	1.9766553958978943	1.9913786544661751	0.0	10.5	3.6666666666666665	10.833333333333334	0.0	1.534751299155166e-05	FALSE
1949	B6	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0816823555600612	0.0814812781788778	0.44063529964190296	1.941859754774593		0.0816823555600612	1.0404023576582635	7.17607530629845	0.33600290622024764	1.6318916047565935	0.30068264229666924	1.2725281873562528	0.7696109548545329	-0.6583760237432543	0.9006461981702946	4.015392043163192	0.0	6.333333333333333	5.666666666666667	7.0	1.0	7.039434028552592e-05	FALSE
1950	B7	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0698937138053049	0.0665437703272089	0.282428099979721	2.0061944490489876		0.0698937138053049	1.2541445990920197	9.190516350701227	0.20984697587401768	1.3813377553672677	0.0	0.0	0.3067426096871652	-0.0021957847701499947	2.2597029518228946	1.7284062686281878	0.3333333333333333	10.833333333333334	3.5	10.833333333333334	0.0	8.169817471032338e-06	FALSE
1951	B8	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0794908523705903	0.0631425603997291	0.330512454517226	2.049051801612285		0.0794908523705903	1.1481791217070365	8.059184095682237	0.23892234019144107	1.3887553424171657	0.11126745507142782	0.42936513858586134	0.7457878177950856	-0.3319768011104037	0.9294160671720653	5.155287348998323	0.0	7.5	6.5	10.833333333333334	1.0	0.000410548306387907	FALSE
1952	B9	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0670649041938476	0.0658534135435821	0.278442880909255	1.9611897084287426		0.0670649041938476	1.2200726389108034	9.432813504587944	0.20349060239052255	1.3958224752362085	0.0	0.0	0.3057639671598893	0.003391684139575252	2.2669354633192818	1.6417480686514576	0.0	10.833333333333334	3.6666666666666665	10.833333333333334	0.0	1.3689688630595884e-05	FALSE
1953	B10	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0746731027761271	0.0728075940803264	0.330512454517226	1.8153365244858966		0.0746731027761271	0.9963236151894235	7.527152819301648	0.255992486267619	1.4858570116414993	0.24096270506318637	1.310350476339809	0.553267206579668	-0.43473321832434886	1.2528253478911644	3.7319864219373873	0.0	6.666666666666667	6.0	10.833333333333334	1.0	0.00011977199304960354	FALSE
1954	B11	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0600260271340445	0.0590644234129168	0.254021016568849	1.8206407796499897		0.0600260271340445	1.1614712146049022	9.873055674081442	0.18706424968842228	1.4144808191201719	0.0	0.0	0.29883408667269024	0.0007651093519671493	2.31950507479805	1.4547107062667162	0.0	10.833333333333334	3.6666666666666665	10.833333333333334	0.0	5.97247207768898e-06	FALSE
1955	B12	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0663707014213457	0.0663707014213457	0.33990249269124	2.051374781573966		0.0663707014213457	1.294934341913353	9.874610046038635	0.2866430754551589	1.6753941307128526	0.17386517432601056	0.6742872010330503	0.921055796584604	-0.4487838622814706	0.7525572100303002	4.840964231843351	0.0	7.0	6.166666666666667	10.833333333333334	1.0	0.00018511046341271786	FALSE
1956	B13	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0636447460705172	0.0606730578235073	0.24835442560341298	1.8079343641814274		0.0636447460705172	1.1093252080124185	9.180150418399018	0.18220271629793872	1.3507671724590598	6.587064159421785e-05	0.0002681370518864412	0.2971217382419629	-0.004308353599129718	2.3328726624353435	1.6158767638374378	0.0	10.666666666666666	3.5	10.833333333333334	0.0	5.883381132239919e-06	FALSE
1957	B14	plate_6	BY4741	WT_Pre-shift	1	3	0	0	0.0684688321185616	0.0675889413057373	0.270075113475657	1.5480975224096865		0.0684688321185616	0.7914449578918709	7.020973308402774	0.19958868101960325	1.3648505220691685	0.18291004170364422	1.146757562111318	0.4365844567700368	-0.4449445815554399	1.587658859154137	3.156983417978898	0.0	6.5	5.833333333333333	7.333333333333333	1.0	6.559464831151773e-05	FALSE
1958	B15	plate_6	YGR067C_ko	YGR067C_Post-shift	4	3	0	0	0.0639810898265868	0.0589051923327313	0.229643693891793	1.7140747802857992		0.0639810898265868	1.0314103364528358	8.650432038627084	0.16541163014447632	1.2683498438617056	0.00016554782778291366	0.0007281026484013964	0.2829244141042685	-0.008480975100618933	2.449937672414845	1.644509566352324	0.0	10.666666666666666	3.6666666666666665	10.833333333333334	0.0	4.96457942398059e-06	FALSE
