Sample_ID	Well	Plate_ID	Isolate	Comments	Group	Replicate	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
0	A1	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0333125718086377	0.0333125718086377	0.152851797098773			0.0333125718086377	8.538651639890546e-05	0.07406326223749389	0.06957543273284963	0.1760397623631984	0.16215266043817014	0.6666666666666666	0.26083310020215067	0.20563353070880316	2.6574356553011977	0.16666666666666666	0.6666666666666666	0.0	0.0	0.0007238216965502753	0.0	0.0	0.8333333333333334	FALSE
0	A1	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0333125718086377	0.0333125718086377	0.152851797098773			0.0333125718086377	8.538651639890546e-05	0.65467309884498	0.53824953780332	0.7066024506867621	0.534504523124685	2.8333333333333335	0.34886922458438013	0.20356282215301347	1.9868395711479432	2.1666666666666665	2.8333333333333335	0.0	0.0	1.1908674195603823	0.8333333333333334	0.8333333333333334	3.0	FALSE
0	A1	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0333125718086377	0.0333125718086377	0.152851797098773			0.0333125718086377	8.538651639890546e-05	-0.9112780783169273	-1.5940930559970683	0.8724812038490497	0.6272643983610192	4.5	0.68867791052862	-1.1980416246966537	1.0064896375547965	4.0	5.166666666666667	1.3774904148828562	1.3304805230967036	3.3872208201681624	3.0	3.0	10.5	FALSE
2	A3	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0446478245710834	0.0443829530634286	0.16739864854601902			0.0446478245710834	8.850414286654899e-05	0.9747792760386026	0.8039280214545236	0.7887681858558442	0.5815272186325621	3.0	0.35765250141331767	0.2277683436259237	1.9380465055350373	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.1666666666666665	FALSE
2	A3	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0446478245710834	0.0443829530634286	0.16739864854601902			0.0446478245710834	8.850414286654899e-05	-0.4607550568708255	-0.8137354598675867	0.7520991635442102	0.5608145911089361	4.5	0.6468395573426364	-1.0617460775785013	1.0715905864006696	4.0	5.166666666666667	1.1179906451789672	1.0163497656868903	3.493882184923045	3.1666666666666665	3.1666666666666665	10.5	FALSE
4	A5	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0449136789032441	0.0401512794981067	0.181957976485574			0.0449136789032441	0.00014055493165657126	1.0932918330797703	0.8736126670014951	0.9031985419549722	0.6435359139044743	3.0	0.2939841340910758	0.2359197332737047	2.3577707099839933	2.5	3.0	0.0	0.0	0.7790717901497521	0.0	0.0	3.1666666666666665	FALSE
4	A5	plate_1	BY4741	WT_Pre-shift	1	1	0	0	0.0449136789032441	0.0401512794981067	0.181957976485574			0.0449136789032441	0.00014055493165657126	-1.618574268999011	-2.5565775350465403	0.7379014252198246	0.5526783078698217	4.5	0.6610570826764106	-1.3259999114644092	1.0485436110201134	4.0	5.166666666666667	1.2735277629091093	1.3197440520070391	3.4999145801063682	3.1666666666666665	3.1666666666666665	10.5	FALSE
5	A6	plate_1	YGR067C_ko	YGR067C_Post-shift	4	1	0	0	0.0623117592997252	0.0595438897161919	0.402449232341101			0.0623117592997252	2.9251676356295974e-05	0.20863872448065257	0.18905655060190585	0.31096451425556815	0.2707631367230585	1.8333333333333333	0.22762576941362042	0.21479178086550604	3.0451173535647564	1.3333333333333333	1.8333333333333333	0.0	0.0	0.6331703806844456	0.0	0.0	2.0	FALSE
5	A6	plate_1	YGR067C_ko	YGR067C_Post-shift	4	1	0	0	0.0623117592997252	0.0595438897161919	0.402449232341101			0.0623117592997252	2.9251676356295974e-05	4.627331442250267	2.7412516919922476	2.467880869120289	1.2435437068635324	6.0	0.4790676963653158	0.08747631475697654	1.4468668745959066	4.0	6.0	0.0	0.0	2.5893128042172107	2.0	2.0	6.166666666666667	FALSE
5	A6	plate_1	YGR067C_ko	YGR067C_Post-shift	4	1	0	0	0.0623117592997252	0.0595438897161919	0.402449232341101			0.0623117592997252	2.9251676356295974e-05	0.7147688005471297	0.6486328083035485	0.32637496659312926	0.2824496320250214	10.333333333333334	0.09899885837404944	0.06926082931768307	7.00156741142421	7.0	10.333333333333334	0.0	0.0	6.253290044453103	6.166666666666667	6.166666666666667	10.5	FALSE
