UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
16	0
0	0
0	4
23	0
0	0
1	0
3	0
183	67
2482	2
7900	8
16879	17
2	0
163	2
387	0
0	0
3335	4
861	0
24755	37
2471	8
1327	6
732	0
625	0
1	0
332	2
323	0
0	0
370	0
1304	6
1735	6
3	0
1918	2
811	2
1352	0
2406	2
42225	24
206	0
0	0
43	0
513	13
5000	33
0	0
116	0
4746	2
114	0
975	0
1	0
1554	2
686	0
862	2
718	2
254	0
90	18
910	16
1	0
144	0
196	0
3275	10
779	0
1099	2
1152	16
7	0
332	4
3	0
4928	24
0	0
5	0
4165	10
613	0
700	2
2488	2
324	0
859	2
367	2
313	0
1152	2
548	2
0	0
31375	17875
65	0
3588	2
3	0
1290	9
2271	4
616	2
1062	2
385	0
672	2
54	0
454	30586
0	3024
0	0
2800	8
2676	2
226	0
1079	2
1	0
8	0
139	0
0	0
0	0
1575	6
172	0
11	0
13	0
13	366
71	35
46551	51
0	0
3962	40
0	0
290	65
0	0
0	11
0	0
0	1
0	0
0	48
0	62
0	0
0	0
154	381
5	19
4	9
627	5298
0	67
1	533
3	2106
2	0
0	0
0	0
0	0
0	0
402	2
539	0
3250	0
461	0
591	0
796	0
1951	10
0	0
0	406
213	7646
0	0
5	0
14648	30
232	0
162	0
6	0
1098	4
6	0
408	2
4042	0
316	0
4170	14
632	0
600	0
1195	9
794	5
2615	16
903	0
1095	4
13	188
556	188
166	0
714	0
1644	8
910	2
4	0
2525	4
1707	2
218	2
0	0
0	0
3102	4929
0	0
30	0
0	0
0	0
208	22
0	22
570	0
885	0
1271	2
1	0
9793	14
408	2
3	0
1844	14
550	0
272	0
181	0
3522	4
402	2
2762	0
466	0
247	0
25	0
520	0
1273	12
1597	0
433	6
99	2
7781	10
809	0
6085	8
3	0
171	0
267	0
1712	16
802	4
9	0
197	0
0	0
924	0
1351	4
505	0
89	4
471	4
2126	6
824	0
94	0
4697	2
402	0
79	0
88	2
5443	78
232	4
173	0
315	0
264	0
2504	6
141	0
506	4
491	0
96	0
4419	6
1316	0
13635	12
0	0
0	0
330	0
99	0
1	0
1674	10
176	0
200	0
0	0
321	0
4918	34
739	2
1	0
492	0
4	685
1376	18146
0	0
1115	0
2799	9
2281	0
895	8
5818	10
346	0
1542	0
302	4
455	2
1374	0
398	2
547	2
5743	15
7014	20
4587	6
44	0
0	1004
84	15235
100	0
0	0
1614	10
2046	2
1640	4
1488	2
63	0
16	0
457	0
195	2
160	0
1509	4
587	2
2497	2
3397	14
2	0
279	0
476	0
456	0
14274	9467
18	0
1001	0
107	2
2061	28
1	0
766	10
2511	6
977	2
627	2
3006	2
3	0
778	0
133	2
