UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
18	0
0	0
1	7
13	0
0	0
1	0
0	0
126	26
1166	0
4748	0
10315	4
1	0
132	2
269	0
0	0
2016	5
568	0
12984	10
1548	6
886	0
464	0
402	0
0	0
250	0
169	0
0	0
215	0
1189	0
1039	4
1	0
1221	0
632	0
942	2
1207	0
29023	26
37	0
0	0
31	0
311	2
4411	20
0	0
84	2
3192	4
73	0
542	0
0	0
1107	4
430	0
705	4
483	4
209	0
63	21
710	25
0	0
117	0
171	4
1930	2
423	0
693	2
623	2
1	0
325	2
0	0
3002	12
0	0
0	0
2773	6
373	0
421	0
1225	0
313	0
710	0
297	0
223	0
607	0
390	4
0	0
21648	9604
14	0
2590	0
0	0
1025	14
1471	2
444	0
799	0
251	0
379	0
37	0
438	22954
0	2128
0	0
1648	4
2227	2
178	4
738	8
1	0
2	0
86	0
0	0
0	0
1041	2
90	0
7	0
11	0
6	190
50	29
21379	30
0	0
2139	12
1	0
131	21
0	0
0	11
0	0
0	1
0	0
0	17
0	30
0	1
0	0
80	216
4	5
3	4
312	2730
0	9
0	254
0	1054
0	0
0	0
0	0
0	0
0	0
244	0
378	0
1929	6
348	0
421	0
470	2
1377	8
0	0
0	269
141	5554
0	0
4	0
9156	12
167	0
99	0
2	0
692	8
0	0
239	0
3000	0
208	0
2796	4
374	0
428	0
873	4
661	4
1650	4
578	2
798	0
8	118
359	118
121	0
412	2
1329	6
433	0
3	0
1874	4
976	2
173	0
0	0
0	0
1966	3668
0	0
36	0
4	0
0	0
157	15
0	13
403	0
655	2
822	0
0	0
6069	8
311	0
0	0
1156	4
382	0
142	0
127	0
2127	2
258	0
1845	2
349	2
121	0
4	0
396	4
971	12
1026	0
242	0
51	0
4987	8
483	0
3911	6
1	0
96	0
213	2
1221	6
603	0
10	2
178	0
0	0
474	0
979	0
378	6
87	0
342	6
1146	2
508	0
73	2
2758	0
274	0
65	0
87	2
3743	37
183	2
105	0
312	2
183	0
1664	4
75	0
338	0
315	0
76	0
2858	0
738	2
7468	10
0	0
0	0
227	0
42	0
0	0
1092	2
139	0
129	2
0	0
211	0
3066	22
457	0
3	0
363	0
6	448
1084	13267
0	0
868	0
1441	6
1442	0
573	4
3400	6
223	6
976	2
261	15
253	4
913	2
226	6
334	12
2478	4
3557	8
3161	2
45	0
0	745
82	10657
67	0
0	0
1232	6
1314	0
1032	0
1072	2
42	0
10	0
289	0
181	0
121	0
1021	4
379	4
1707	4
2165	6
3	0
207	0
506	0
343	0
9816	5111
10	0
692	2
92	0
1337	6
1	0
518	4
1607	0
534	0
467	2
1963	2
2	0
557	4
87	2
654	2
482	2
0	0
262	0
1277	4
