UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
94	2
0	0
8	9
8	0
1	0
2	0
0	0
235	56
16539	48
4356	10
9048	14
6	0
411	2
503	0
0	0
2761	4
645	0
3849	0
4086	4
2042	2
780	0
610	0
2	0
271	2
292	0
1	0
502	0
1577	0
1353	4
5	0
3054	2
1320	8
1583	0
3105	0
38770	26
259	0
0	0
33	0
1768	32
11650	48
0	0
52	0
2689	2
95	0
813	4
1	0
866	0
556	2
1084	2
624	4
187	0
91	14
1145	14
1	0
1151	6
184	2
1429	2
485	0
762	4
1533	6
18	0
1493	2
3	0
2086	10
0	0
9	0
2256	8
577	0
700	2
1538	0
646	2
2014	2
274	2
403	0
1045	0
278	2
0	1
16574	8966
39	0
8707	8
1	0
1021	8
1244	10
770	0
567	0
294	0
342	2
58	0
324	22016
0	1796
0	0
1349	10
2725	6
73	0
527	0
0	0
1	0
93	2
0	0
0	0
2548	6
172	0
12	0
12	0
21	556
40	60
14447	30
0	0
1845	22
7	0
200	54
0	0
0	6
0	0
0	0
0	0
3	39
1	31
0	0
0	0
48	178
6	5
1	2
763	5345
3	86
0	498
1	1928
1	0
0	1
0	0
0	0
0	0
562	0
624	2
2699	4
909	8
924	0
582	2
2169	6
2	0
0	202
250	5040
0	0
36	0
27433	85
260	0
160	0
27	0
604	0
12	0
2299	0
4991	8
228	0
5437	6
342	0
331	0
1612	10
2310	7
1229	2
1088	6
736	2
2	75
283	75
268	0
308	2
1859	10
727	0
15	0
4122	18
7213	6
222	0
0	0
0	0
3080	4048
0	0
165	0
11	0
4	0
857	43
0	43
469	2
986	8
2757	8
4	0
6485	6
181	0
1	0
882	6
435	0
243	0
252	0
3261	2
433	0
1540	6
704	4
1290	2
25	0
816	12
1977	20
1247	6
453	4
128	4
4377	8
507	0
7788	21
0	0
748	0
3327	6
2459	14
392	0
8	0
2043	3
0	1
901	0
931	0
1226	10
166	0
354	0
3050	6
760	0
61	0
10409	16
236	0
112	0
209	0
5384	37
162	0
168	0
1095	2
296	2
2534	4
348	0
722	0
616	2
161	0
6998	6
761	0
10765	18
0	0
0	0
996	8
103	0
2	0
1536	4
126	0
111	0
0	0
637	0
3861	14
766	0
1	0
840	2
1	372
1009	11727
0	0
2159	0
254	2
429	0
767	18
1872	0
701	10
512	2
1614	45
2614	6
2065	4
365	6
1347	26
1308	5
2444	11
5418	2
22	0
0	822
71	11022
92	0
0	0
701	6
1618	4
1668	8
2084	2
46	0
42	0
291	0
2217	7
267	0
830	4
346	0
3378	8
1915	10
2	0
556	2
897	0
652	0
8862	6276
4	0
510	0
997	0
1413	22
2	0
248	2
3494	14
492	0
168	0
7247	12
10	0
549	0
281	6
